X1,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,BusinessAcceptsCreditCards,BikeParking,GoodForKids,ByAppointmentOnly,RestaurantsPriceRange2,DogsAllowed,RestaurantsTakeOut,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,RestaurantsDelivery,OutdoorSeating,Caters,WheelchairAccessible,RestaurantsTableService,HappyHour,BusinessAcceptsBitcoin,BYOB,Corkage,GoodForDancing,CoatCheck,DriveThru,AgesAllowed,RestaurantsCounterService,Open24Hours,alcohol_beer_and_wine,alcohol_full_bar,alcohol_none,touristy,hipster,romantic,intimate,trendy,upscale,classy,casual,divey,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,bn_monday,bn_tuesday,bn_friday,bn_wednesday,bn_thursday,bn_sunday,bn_saturday,garage,street,validated,lot,valet,byobcorkage_no,byobcorkage_yes_corkage,byobcorkage_yes_free,dairy-free,gluten-free,vegan,kosher,halal,soy-free,vegetarian,music_dj,music_background_music,music_no_music,music_jukebox,music_live,music_video,music_karaoke,wifi_free,wifi_no,wifi_paid
8682,ecXP80GWT6zZ2qqZHpUCtQ,Muramoto Downtown,108 King St,Madison,WI,53703,43.074789700000004,-89.38120713059999,4,43,1,"Bars, Cocktail Bars, Restaurants, Asian Fusion, Sushi Bars, Nightlife","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",1,1,0,,2,0,1,1,1,0,0,1,0,1,1,0,0,,,0,0,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0
8753,CqCWN9aBJf8YNJxyel7psg,Glass Nickel Pizza - Madison West,5003 University Ave,Madison,WI,53705,43.0754069892,-89.46639781350001,4,95,1,"Pizza, Event Planning & Services, Food, Vegetarian, Caterers, Food Delivery Services, Salad, Restaurants, Sandwiches, Italian, Chicken Wings","{'Monday': '10:30-22:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-23:0'}",1,1,1,,2,0,1,0,1,1,1,0,1,1,0,,0,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
8981,jLpufKQL0CF79vBrKwiMjQ,Basie's,517 Grand Canyon Dr,Madison,WI,53719,43.0551586,-89.4961026,3.5,7,0,"American (New), Nightlife, Beer, Wine & Spirits, Food, Bars, Restaurants","{'Monday': '6:30-23:0', 'Tuesday': '6:30-23:0', 'Wednesday': '6:30-23:0', 'Thursday': '6:30-23:0', 'Friday': '6:30-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-22:0'}",1,,1,,,,1,1,1,1,0,0,,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0
9288,misaY1ys_h7I2uTeWPMN6A,Pasture and Plenty,2433 University Ave,Madison,WI,53726,43.0718643,-89.4283808,5,24,1,"Vegetarian, Local Flavor, Shopping, Cooking Classes, American (Traditional), Arts & Crafts, Caterers, Delis, Event Planning & Services, Restaurants","{'Monday': '15:30-19:30', 'Tuesday': '6:45-19:30', 'Wednesday': '6:45-19:30', 'Thursday': '6:45-19:30', 'Friday': '6:45-20:0', 'Saturday': '9:0-13:30'}",1,,,,,,1,0,,0,1,0,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
9524,07pQy9z_UNDihUdwrJfjyQ,Blackhawk Country Club,3606 Blackhawk Dr,Madison,WI,53705,43.079319,-89.454639,5,3,1,"Country Clubs, Restaurants, Event Planning & Services, Golf, Arts & Entertainment, Active Life, Venues & Event Spaces","{'Tuesday': '11:30-20:30', 'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '10:0-12:30'}",1,0,1,,,,0,1,,1,0,1,0,,,,0,,,,,,,,,0,1,0,,,,,,,,,,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
9526,GUDAci6mYcN01OzotlSytQ,Kingdom Restaurant,2702 E Washington Ave,Madison,WI,53704,43.1024103003,-89.3472153693,3,8,0,"African, Restaurants, American (New), Mediterranean","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}",,,,,,,1,,,,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
9709,bt0ZUJWmAJhjYmfPCzgRmQ,Sol Azteca Fusion Grill,1821 S Park St,Madison,WI,53713,43.0470342,-89.3939631,2.5,9,0,"Dance Clubs, Karaoke, Nightlife, American (New), Latin American, Mexican, Italian, Restaurants, Japanese","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:0'}",1,1,1,,2,,1,1,1,1,1,0,1,1,1,1,0,,,1,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,0,1,0,1,0,0,0,0,,,,,,,,1,,,,,,,1,0,0
9713,sUGlSS0AF2xPYFEjvKJbSA,Tandoori House,6713 Odana Rd,Madison,WI,53719,43.0559506,-89.4977688,3.5,45,0,"Seafood, Restaurants, Indian, Halal, Pakistani","{'Monday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}",1,0,1,,2,0,1,1,1,0,1,0,1,1,1,,0,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
9816,Wf7AV7JbR52qABil0bU8NA,The Boathouse,1001 Wisconsin Pl,Madison,WI,53703,43.079302,-89.39064463,2.5,90,1,"American (New), Sandwiches, American (Traditional), Bars, Restaurants, Nightlife","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",1,1,1,,2,,1,1,1,1,0,1,,1,1,1,,,,0,1,,,,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,1,0,0
9834,wEisic-u9Yj543iYzfpAhw,La Mestiza,6644 Odana Rd,Madison,WI,53719,43.0559753,-89.49435340000001,4,179,1,"Mexican, Restaurants","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-15:0'}",1,1,1,,2,,1,1,1,1,1,0,1,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
9928,d6VYQbeTZ_WdD8Uuhh35dg,Tempest Oyster Bar,120 E Wilson St,Madison,WI,53703,43.073930018599995,-89.3796241524,4,280,1,"Steakhouses, Restaurants, Bars, Seafood, Nightlife","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0', 'Sunday': '16:0-22:0'}",1,1,0,,3,,0,1,1,1,0,1,0,,1,1,,,,0,1,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0
10391,vR5Hppx__U_VXObK8VPLOw,Graft,18 N Carroll St,Madison,WI,53703,43.0742022,-89.3862015,4.5,402,1,"Nightlife, Bars, American (New), Wine Bars, Cocktail Bars, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",1,1,0,,3,,0,1,1,0,0,0,0,1,1,0,,,,0,1,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,0,0,,0,0,,1,0,0
10429,uoUa8ugZLrly0bA268IqEg,Mickies Dairy Bar,1511 Monroe St,Madison,WI,53711,43.067421100000004,-89.41298990000001,4,340,1,"Breakfast & Brunch, Restaurants","{'Tuesday': '6:0-14:30', 'Wednesday': '6:0-14:30', 'Thursday': '6:0-14:30', 'Friday': '6:0-14:30', 'Saturday': '6:0-15:0', 'Sunday': '7:0-14:0'}",0,1,1,,1,0,1,0,1,1,0,0,0,,1,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,,,,,,,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,0,1,0
10740,gVTna38clthQRSd9doGYjg,Rev. Jim's Roadhouse,6402 Millpond Rd,Madison,WI,53718,43.0446678,-89.2682238,3,10,1,"Sports Bars, American (Traditional), Food, Nightlife, Beer, Wine & Spirits, Bars, Restaurants, Karaoke","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '10:0-2:30', 'Sunday': '10:0-2:0'}",1,1,0,,1,,1,0,1,1,0,1,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
10818,5iVy1KRxAHo6ZG6U9B6DLg,Callahan's Sports Pub,1902 Bartillon Dr,Madison,WI,53704,43.1241951,-89.324252,3,25,0,"Sports Clubs, Active Life, Nightlife, Bars, Sports Bars, American (Traditional), Restaurants","{'Monday': '11:0-1:30', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:0'}",1,0,1,,1,,1,1,1,1,,1,,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
11557,6HLacZd6X2tz16IP3dHMEA,Biergarten at Olbrich Park,3527 Atwood Ave,Madison,WI,53714,43.088091299999995,-89.33008170000001,4,38,1,"Active Life, Parks, Beer Gardens, Restaurants, Nightlife, German","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '15:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",1,1,1,,1,,0,0,1,1,0,1,0,1,0,0,,,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0
11574,L7ruEZJO8tGQIHPxGTztAA,Panera Bread,6637 Mineral Point Rd,Madison,WI,53705,43.060431799999996,-89.4966815,3,38,1,"Sandwiches, Food, Salad, Bagels, Soup, Caterers, Restaurants, Breakfast & Brunch, Event Planning & Services","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '7:0-20:30'}",1,1,1,,1,,1,0,1,1,1,1,1,,0,,,,,,,,,,,0,0,1,0,,0,0,,,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
11577,lCWebOwMT2T5WKyA_xb8HA,The Red Zone Madison,1212 Regent St,Madison,WI,53715,43.067954,-89.406295,3,12,1,"Sports Bars, Nightlife, Gastropubs, Bars, Music Venues, Arts & Entertainment, American (Traditional), Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",1,0,0,,2,,1,0,1,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,1,0,0
11583,gWsWtppVufrGfGWw1HcjOA,Dream Lanes,13 Atlas Ct,Madison,WI,53714,43.0867933,-89.3068682,2.5,12,1,"Bowling, Event Planning & Services, Party & Event Planning, Shopping, Toy Stores, Pizza, Restaurants, Active Life, Sporting Goods","{'Monday': '8:30-23:0', 'Tuesday': '9:0-0:0', 'Wednesday': '8:30-0:0', 'Thursday': '8:30-0:0', 'Friday': '9:0-0:0', 'Saturday': '8:30-0:0', 'Sunday': '9:0-21:0'}",1,1,1,0,2,,1,0,1,1,1,1,,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
11701,n5BPR_prEPB4B3lxUpoX4g,Papa John's Pizza,515 University Ave,Madison,WI,53703,43.073007000000004,-89.39478000000001,2.5,22,1,"Pizza, Restaurants","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-23:0'}",1,1,1,,1,,1,1,0,1,1,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,1,0
11961,1qVtBw0UIcWGGUQXWjMgug,Barriques University,2505 University Ave,Madison,WI,53705,43.0719626,-89.42895329999999,3,29,1,"Coffee & Tea, Cafes, Restaurants, Sandwiches, Food","{'Monday': '6:0-21:0', 'Tuesday': '7:0-18:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:30-21:0', 'Sunday': '7:0-21:0'}",1,1,1,,1,0,1,0,1,0,,1,0,,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
12164,V46DbgV5cTnYAwpBS70owQ,Michael's Frozen Custard,3826 Atwood Ave,Madison,WI,53714,43.085135,-89.3252429,3,58,1,"Restaurants, Burgers, Food, Ice Cream & Frozen Yogurt","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}",1,1,1,0,1,,1,0,1,1,0,1,0,,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
12806,WkHVtY5voeLCvv61klhUnA,Arby's,4 Collins Ct,Madison,WI,53716,43.0471808,-89.3055365,3,11,1,"Restaurants, Fast Food, Sandwiches, Burgers",,1,1,1,,1,,1,0,1,1,0,0,0,,0,,,,,,,1,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
13215,1ti16CM6jlDt66P5PDqyUg,La Joya Mexican Restaurant,3737 Milwaukee St,Madison,WI,53714,43.097994,-89.320026,4.5,3,0,"Restaurants, Mexican",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
13386,3aEASdWGHArGCQH-7don3A,Monona Bakery and Eatery,4544 Monona Dr,Madison,WI,53716,43.0705233,-89.3254194,4.5,63,1,"Restaurants, Sandwiches, Breakfast & Brunch, Food, Bakeries, Desserts, American (New), Latin American","{'Monday': '0:0-0:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-14:0', 'Friday': '11:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-19:0'}",1,0,1,,2,,1,0,0,0,1,0,1,1,0,0,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
13433,_FLNxsJ6T9WLkAdjwCLEqw,Espresso Royale Caffe,224 State St,Madison,WI,53703,43.074920399999996,-89.38839449999999,3.5,47,1,"Coffee & Tea, Sandwiches, Internet Cafes, Food, Restaurants","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '8:0-22:0'}",1,1,1,,1,,1,0,1,1,0,1,0,,,,,,0,,,,,,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,1,0,0
13436,B5EZlEDH6AVDk8tQGHAGqg,Villa Tap,2302 Packers Ave,Madison,WI,53704,43.1233704,-89.3553901,4,45,1,"Restaurants, Nightlife, Dive Bars, Bars, American (Traditional)","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '10:0-2:30', 'Sunday': '10:0-17:0'}",1,1,0,,1,,1,0,1,1,0,0,0,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
14248,Hty6oLQ1_FSRW5XgZtWrXw,Lao Laan-Xang,2098 Atwood Ave,Madison,WI,53704,43.0928326884,-89.35198279389999,3.5,130,1,"Laotian, Restaurants, Thai","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30'}",1,1,1,,2,,1,,1,1,1,1,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
14252,QvpH6e7_1Tdlflk_yOj4NQ,Adamah Neighborhood Table,611 Langdon St,Madison,WI,53703,43.0755226,-89.3959757,3.5,11,1,"Restaurants, Juice Bars & Smoothies, Delis, Kosher, Event Planning & Services, Caterers, Food, Cafes, American (New), Mediterranean","{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-14:0', 'Sunday': '10:0-20:0'}",1,1,1,,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
14596,n8tzdLv8oREwZF6e8u7Hkw,Wendy's,3910 Washington Ave,Madison,WI,53704,43.1218414,-89.3179388,2,12,1,"Restaurants, Fast Food, Burgers","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}",1,0,1,,1,,1,0,1,1,0,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
14612,hEUAUdG4fBdYWvPeEASnng,Viet Bistro,656 W Washington Ave,Madison,WI,53715,43.0676216138,-89.39544121649999,2.5,23,0,"Restaurants, Dim Sum, Cantonese, Vietnamese, Chinese","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",1,,1,,2,,1,1,1,0,1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
14775,ceuvH6NpDhpT1p4q1w93pA,Orient House,626 S Park St,Madison,WI,53715,43.0603664,-89.40109059999999,3.5,146,1,"Thai, Restaurants, Asian Fusion, Taiwanese, Dim Sum, Chinese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:45', 'Wednesday': '11:0-21:45', 'Thursday': '11:0-21:45', 'Friday': '11:0-21:45', 'Saturday': '10:0-21:45', 'Sunday': '10:0-21:45'}",1,1,1,0,2,,1,1,1,1,1,0,1,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
14803,KLJmSYpq81fy0gXri-tAAw,Firefly,2701 University Ave,Madison,WI,53705,43.073145200000006,-89.43440179999999,1.5,6,0,Restaurants,,1,,0,,1,,1,,0,,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
15027,tiaSRKBTb7edKIB4V5qFKg,Cleveland's Diner,410 E Wilson St,Madison,WI,53703,43.0756783,-89.37729759999999,4,7,0,Restaurants,,0,,1,,1,,1,0,1,,0,0,,,,,,,0,,,,,,,0,0,0,,,,,,,,,,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,0
15065,UjmVsSLDD7GQRTcLkJ9mfg,AJ Bombers,201 W Gorham St,Madison,WI,53703,43.075138,-89.39081,3.5,85,0,"American (Traditional), Bars, Restaurants, Venues & Event Spaces, Pubs, Burgers, Nightlife, Event Planning & Services","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",1,1,1,,2,,1,0,1,1,1,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
15186,P3Nl2QTfUtoe8-alSSh-9w,Silver Mine Subs,"2601 W Beltline Hwy, Ste 106",Madison,WI,53713,43.03453629999999,-89.4221744,3,55,0,"Caterers, Event Planning & Services, Salad, American (New), Sandwiches, Restaurants","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-0:0'}",1,1,1,,1,,1,1,1,0,1,0,1,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
15202,wL4xGOaJcpsWxbd8OIS05Q,Vientiane Inn,1124 S Park St,Madison,WI,53715,43.0555456,-89.397846,3,4,0,"Thai, Restaurants",,,,,,2,,,,1,,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
15242,QfWFxmXqRGixztgaZN0gOA,Helbachs Coffee House,410 Donofrio Dr,Madison,WI,53719,43.059632,-89.5135344,4,151,1,"Breakfast & Brunch, Salad, Food, Sandwiches, Cafes, Coffee & Tea, Restaurants, Juice Bars & Smoothies","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-16:0', 'Sunday': '9:0-14:0'}",1,0,1,,1,,1,0,1,0,0,1,0,,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
15537,3ixWqNb_sort966Ouxc5vg,Lagartos,802 Atlas Ave,Madison,WI,53714,43.084874,-89.309364,3,8,0,"Nightlife, Restaurants, Bars, Dance Clubs, Burgers, Latin American","{'Friday': '21:0-2:0', 'Saturday': '21:0-2:0'}",1,1,1,,,,1,1,1,1,0,1,1,1,1,0,,,,,,,,,,0,1,0,,,,,,,,,,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
15671,kDu6EvknXAygJf1KSfwhUA,Bella Vita Italian Grille & Pizzeria,420 Gammon Pl,Madison,WI,53719,43.0594911,-89.5013593,3,19,0,"Pizza, Italian, Nightlife, Bars, Lounges, Restaurants",,1,,1,,2,,1,1,1,1,0,1,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
15732,O2OD-ojkZXsSbFyzpuvtIA,Ladonia Cafe,Mifflin And Pinckney,Madison,WI,53703,43.076285693500004,-89.38398811969999,5,15,0,"Vegan, Food Stands, Cafes, Food, Vegetarian, Food Trucks, Restaurants","{'Monday': '11:0-14:0', 'Tuesday': '11:0-14:0', 'Wednesday': '11:0-14:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-14:0', 'Saturday': '10:0-13:30'}",1,1,1,,1,,1,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,1,0
15744,W_9ophRRWO924hn1S-y2Hg,Minerva Indian Cuisine,515 Junction Rd,Madison,WI,53717,43.0714329016,-89.52448027540001,4,65,0,"Indian, Restaurants","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-21:30'}",1,1,1,,2,,1,1,1,0,0,0,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
